,Date,Year,Type,Country,Area,Location,Activity,Sex,Age,Fatal_(Y/N),Time,Species,original_order,Continent
736,Sep,2012.0,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Surf,M,21.0,N,afternoon,Unespcific,5567.0,North_America
737,Sep,2012.0,Unprovoked,usa,Florida,"Spanish House Beach, Brevard County",Surf,M,22.0,N,afternoon,Unespcific,5566.0,North_America
738,Sep,2012.0,Unprovoked,usa,Florida," Cocoa Beach, Brevard  County",Surf,M,52.0,N,afternoon,Unespcific,5565.0,North_America
739,Sep,2012.0,Unprovoked,tonga,Vava'u,Eueiki Island,Swim,F,29.0,N,,Lemon shark,5564.0,Unknown
740,Sep,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,19.0,N,afternoon,Unespcific,5563.0,North_America
741,Sep,2012.0,Unprovoked,usa,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surf,M,25.0,N,afternoon,Unespcific,5562.0,North_America
742,Sep,2012.0,Unprovoked,usa,Florida,"South Beach, Miami-Dade County",Swim,M,27.32,N,afternoon,Unespcific,5561.0,North_America
743,Sep,2012.0,Unprovoked,usa,Florida,"Neptune Beach, Duval County",Surf,M,30.0,N,afternoon,Unespcific,5560.0,North_America
744,Sep,2012.0,Unprovoked,usa,Florida,"St. Augustine Beach, St. John's County",Surf,M,37.0,N,day-morning,Unespcific,5559.0,North_America
745,Sep,2012.0,Unprovoked,usa,Florida,"Melbourne Beach, Brevard County",Surf,M,32.0,N,day-morning,Unespcific,5558.0,North_America
746,Sep,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",On_boat,F,8.0,N,night,Tiger shark,5557.0,North_America
747,Sep,2012.0,Provoked,usa,Hawaii,"Spreckelsville, Maui",Fish,M,27.32,N,afternoon,Tiger shark,5556.0,North_America
748,Sep,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Swim,F,56.0,N,afternoon,Tiger shark,5555.0,North_America
749,Aug,2012.0,Provoked,scotland,Inner Hebrides,Off the Isle of Islay,Fish,M,53.0,N,,Lemon shark,5554.0,Unknown
750,Aug,2012.0,Unprovoked,australia,Western Australia,Red Bluff near Quobba Station,Surf,M,34.0,N,afternoon,Unespcific,5553.0,Oceania
751,Aug,2012.0,Unprovoked,brazil,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swim,M,18.0,Y,afternoon,Unespcific,5552.0,South_America
752,Aug,2012.0,Unprovoked,usa,Alabama,"Gulf Shores, Baldwin County",Swim,M,31.0,N,,Unespcific,5551.0,North_America
753,Aug,2012.0,Boat,australia,Western Australia,Ocean Reef,Fish,M,27.32,N,afternoon,Unespcific,5550.0,Oceania
754,Aug,2012.0,Unprovoked,usa,Florida,Key Largo,Diving,M,56.0,N,afternoon,Tiger shark,5549.0,North_America
755,Aug,2012.0,Unprovoked,reunion,Saint Leu,,Surf,M,39.0,N,afternoon,Lemon shark,5548.0,Africa
756,Aug,2012.0,Unprovoked,french polynesia,Tuamotus,Kaukura Atoll,Fish,M,27.32,N,,Tiger shark,5547.0,Unknown
757,Jul,2012.0,Unprovoked,usa,California,"Topanga Beach, Los Angeles County",Surf,M,17.0,N,day-morning,Unespcific,5546.0,North_America
758,Jul,2012.0,Unprovoked,australia,South Australia,Streaky Bay,Surf,M,48.0,N,afternoon,White shark,5545.0,Oceania
759,Jul,2012.0,Unprovoked,usa,Hawaii,"Mahaulepu Beach, Kauai",Surf,M,44.0,N,afternoon,Unespcific,5544.0,North_America
760,Jul,2012.0,Unprovoked,usa,Massachusetts,"Ballston Beach, Truro, Cape Cod",Surf,M,50.0,N,afternoon,White shark,5543.0,North_America
761,Jul,2012.0,Invalid,usa,North Carolina,"Ocean Isle, Brunswick County",,M,12.0,,day-morning,Tiger shark,5542.0,North_America
762,Jul,2012.0,Unprovoked,reunion,Trois-Bassins,,Surf,M,22.0,Y,afternoon,Unespcific,5541.0,Africa
763,Jul,2012.0,Invalid,trinidad & tobago,Trinidad,"Off Radix Village, Mayoro County",Swim,M,24.0,,,Unespcific,5540.0,Unknown
764,Jul,2012.0,Invalid,canada,British Colombia,"Tofino, Vancouver",Surf,F,23.0,,,Tiger shark,5539.0,Unknown
765,Jul,2012.0,Unprovoked,australia,Western Australia,Off Wedge Island,Surf,M,24.0,Y,day-morning,White shark,5538.0,Oceania
766,Jul,2012.0,Unprovoked,usa,North Carolina,"North Topsail Beach, Onslow County",Swim,F,43.0,N,afternoon,Unespcific,5537.0,North_America
767,,2012.0,Unprovoked,bahamas,Eleuthera,,Fish,M,27.32,N,,Unespcific,5536.0,Central_America
768,Jul,2012.0,Invalid,australia,Victoria,Ship's Graveyard off Point Lonsdale,Diving,F,42.0,,afternoon,Unespcific,5535.0,Oceania
769,Jul,2012.0,Boat,usa,California,"Pleasure Point, Santa Cruz County",On_boat,M,52.0,N,day-morning,Tiger shark,5534.0,North_America
770,Jul,2012.0,Unprovoked,south africa,Western Cape Province,"Sandstrand, Jongensfontein",Surf,M,29.0,N,afternoon,Unespcific,5533.0,Africa
771,Jun,2012.0,Invalid,croatia,,Buccari Bay,Swim,F,60.0,,,Tiger shark,5532.0,Unknown
772,Jun,2012.0,Unprovoked,usa,Florida,"Juno Beach, Palm Beach County",Swim,M,6.0,N,night,Lemon shark,5531.0,North_America
773,Jun,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,26.0,N,afternoon,Unespcific,5530.0,North_America
774,Jun,2012.0,Unprovoked,usa,Hawaii,"Kahana Beach, Maui",Rare_act.,F,16.0,N,day-morning,Lemon shark,5529.0,North_America
775,Jun,2012.0,Unprovoked,australia,Tasmania,South Cape Bay,Surf,M,27.32,N,,Unespcific,5528.0,Oceania
776,Jun,2012.0,Unprovoked,usa,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swim,M,12.0,N,afternoon,Unespcific,5527.0,North_America
777,Jun,2012.0,Unprovoked,australia,Western Australia,"Mullaloo Beach, Perth",Surf,M,62.0,N,day-morning,Unespcific,5526.0,Oceania
778,Jun,2012.0,Invalid,usa,South Carolina,"Myrtle Beach, Horry County",Seashore,M,16.0,,,Tiger shark,5525.0,North_America
779,Jun,2012.0,Unprovoked,usa,North Carolina,"Ocean Isle, Brunswick County",Seashore,F,6.0,N,day-morning,Unespcific,5524.0,North_America
780,Jun,2012.0,Provoked,usa,Florida,"Summerland Key, Monroe County",Fish,M,23.0,N,afternoon,Unespcific,5523.0,North_America
781,Jun,2012.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Swim,F,18.0,N,afternoon,Tiger shark,5522.0,North_America
782,Jun,2012.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Swim,M,27.32,N,afternoon,Tiger shark,5521.0,North_America
783,Jun,2012.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Swim,M,27.32,N,afternoon,Tiger shark,5520.0,North_America
784,Jun,2012.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",Swim,M,16.0,N,afternoon,Tiger shark,5519.0,North_America
785,Jun,2012.0,Unprovoked,australia,Victoria,Port Campbell,Surf,M,42.0,N,day-morning,Unespcific,5518.0,Oceania
786,Jun,2012.0,Provoked,italy,Sardinia,Muravera,Rare_act.,M,57.0,,day-morning,Lemon shark,5517.0,Europe
787,Jun,2012.0,Unprovoked,australia,New South Wales,"Redhead Beach, Newcastle",Surf,M,30.0,N,afternoon,White shark,5516.0,Oceania
788,Jun,2012.0,Unprovoked,usa,Florida,"Bethune Beach, Volusia County",Surf,F,12.0,N,,Unespcific,5515.0,North_America
789,Jun,2012.0,Unprovoked,usa,South Carolina,"Myrtle Beach, Horry County",On_boat,M,25.0,N,night,Unespcific,5514.0,North_America
790,May,2012.0,Unprovoked,usa,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Seashore,F,33.0,N,afternoon,Tiger shark,5513.0,North_America
791,May,2012.0,Unprovoked,mexico,Guerrero," Boca de la Leña, La Unión",Fish,M,46.0,N,day-morning,Lemon shark,5512.0,Central_America
792,May,2012.0,Unprovoked,usa,Florida,"Jacksonville, Duval County",Surf,M,22.0,N,afternoon,Tiger shark,5511.0,North_America
793,May,2012.0,Boat,usa,Hawaii,"Iroquiois Point, Oahu",Fish,M,27.32,N,day-morning,Tiger shark,5510.0,North_America
794,May,2012.0,Unprovoked,fiji,,Matacucu Reef ,Fish,M,20.0,N,,Unespcific,5509.0,Oceania
795,May,2012.0,Boat,usa,California,"Leffingwell Landing, Cambria,  San Luis Obispo County",Fish,M,30.0,N,afternoon,White shark,5508.0,North_America
796,May,2012.0,Unprovoked,usa,Florida,"Vero Beach, Indian River County",Swim,F,47.0,N,day-morning,Unespcific,5507.0,North_America
797,May,2012.0,Unprovoked,usa,California,Off Catalina Island,On_boat,F,15.0,N,day-morning,White shark,5506.0,North_America
798,Apr,2012.0,Unprovoked,usa,Florida,"Indialantic, Brevard County",Surf,M,28.0,N,night,Unespcific,5505.0,North_America
799,Apr,2012.0,Unprovoked,south africa,Western Cape Province,Caves near Kogel Bay,On_boat,M,20.0,Y,afternoon,White shark,5504.0,Africa
800,Apr,2012.0,Boat,australia,South Australia,"Dolphin Bay, Innes National Park",On_boat,M,27.0,N,,White shark,5503.0,Oceania
801,Apr,2012.0,Unprovoked,usa,Hawaii,"Leftovers near Chun's Reef, Oahu",Surf,M,28.0,N,afternoon,Tiger shark,5502.0,North_America
802,Apr,2012.0,Unprovoked,usa,Florida,"Sanibel Island, Lee County",,M,27.32,N,,Lemon shark,5501.0,North_America
803,Mar,2012.0,Unprovoked,australia,Western Australia,Stratham Beach,Diving,M,33.0,Y,day-morning,White shark,5500.0,Oceania
804,Mar,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,21.0,N,afternoon,Unespcific,5499.0,North_America
805,Mar,2012.0,Boat,australia,Western Australia,Kalbarri,Fish,F,27.32,N,night-morning,White shark,5498.0,Oceania
806,Mar,2012.0,Unprovoked,australia,Queensland,Nobby's Beach,Surf,M,20.0,N,afternoon,Lemon shark,5497.0,Oceania
807,Mar,2012.0,Unprovoked,usa,Florida,"Jensen Beach, Martin County ",Surf,M,61.0,N,afternoon,Tiger shark,5496.0,North_America
808,Mar,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,F,15.0,N,afternoon,Tiger shark,5495.0,North_America
809,Mar,2012.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,17.0,N,afternoon,Tiger shark,5494.0,North_America
810,Mar,2012.0,Unprovoked,new zealand,North Island,"Opunake, Taranake",Surf,M,27.32,N,night,Unespcific,5493.0,Oceania
811,Mar,2012.0,Provoked,australia,Victoria,"Shipwreck Cove, Melbourne Aquarium",Diving,F,34.0,N,day-morning,Tiger shark,5492.0,Oceania
812,Mar,2012.0,Unprovoked,reunion,Saint-Benoit,Port de la Marine,On_boat,M,31.0,N,afternoon,Unespcific,5491.0,Africa
813,Mar,2012.0,Unprovoked,usa,Florida,"Playalinda Beach, Brevard County",Surf,M,19.0,N,afternoon,Unespcific,5490.0,North_America
814,Mar,2012.0,Invalid,saudi arabia,Tabuk Province,Off Duba,Surf,M,42.0,,,Unespcific,5489.0,Unknown
815,Mar,2012.0,Provoked,chile,Antofagasta Province,Antofagasta,Fish,M,27.32,N,,Unespcific,5488.0,Unknown
816,Feb,2012.0,Provoked,usa,Florida,"Palm Beach Inlet, Palm Beach County",Surf,M,27.32,N,afternoon,Unespcific,5487.0,North_America
817,Feb,2012.0,Unprovoked,australia,New South Wales,Broughton Island,Fish,M,27.32,N,afternoon,Grey shark,5486.0,Oceania
818,Feb,2012.0,Boat,south africa,Western Cape Province,Strandfontein,Fish,M,27.32,N,,White shark,5485.0,Africa
819,Feb,2012.0,Unprovoked,australia,Queensland,Wurtulla,Surf,M,29.0,N,afternoon,Unespcific,5484.0,Oceania
820,Jan,2012.0,Unprovoked,usa,Hawaii,Lanai,Diving,M,27.32,N,day-morning,Tiger shark,5483.0,North_America
821,Jan,2012.0,Unprovoked,australia,Western Australia,Coral Bay,Diving,M,26.0,N,afternoon,Tiger shark,5482.0,Oceania
822,Jan,2012.0,Unprovoked,bahamas,,Cat Island,Diving,M,27.32,N,,Tiger shark,5481.0,Central_America
823,Jan,2012.0,Provoked,taiwan,Taitung ,Taimali,Fish,M,24.0,N,,Lemon shark,5480.0,Unknown
824,Jan,2012.0,Unprovoked,australia,New South Wales,Redhead Beach,Surf,M,44.0,N,afternoon,White shark,5479.0,Oceania
825,Jan,2012.0,Unprovoked,south africa,Eastern Cape Province,"Second Beach, Port St. Johns",Swim,M,25.0,Y,afternoon,Tiger shark,5478.0,Africa
826,Jan,2012.0,Unprovoked,usa,Oregon,"Lincoln City, Lincoln County",Surf,M,53.0,N,,White shark,5477.0,North_America
827,Jan,2012.0,Unprovoked,australia,New South Wales,North Avoca Beach,Surf,M,28.0,N,night,Unespcific,5476.0,Oceania
828,Jan,2012.0,Unprovoked,australia,Queensland,Duranbah,Fish,M,34.0,N,day-morning,Tiger shark,5475.0,Oceania
829,Dec,2011.0,Unprovoked,usa,Florida,"Jupiter, Palm Beach County",,M,27.32,N,night,Unespcific,5474.0,North_America
830,Dec,2011.0,Invalid,antigua,St John's,Fort James Beach,Swim,M,27.32,,day-morning,Tiger shark,5473.0,Unknown
831,Dec,2011.0,Unprovoked,ecuador,Santa Elena,Barandúa Beach,Surf,M,23.0,N,night,Unespcific,5472.0,Unknown
832,Dec,2011.0,Unprovoked,usa,Florida,New Smyrna Beach,Surf,M,27.0,N,afternoon,Unespcific,5471.0,North_America
833,Dec,2011.0,Provoked,usa,Hawaii,"Makahuena Point, Kauai",On_boat,M,27.32,N,,Tiger shark,5470.0,North_America
834,Dec,2011.0,Boat,south africa,Eastern Cape Province,"Noordhoek, Port Elizabeth",Fish,M,35.0,N,day-morning,Unespcific,5469.0,Africa
835,Dec,2011.0,Unprovoked,australia,New South Wales,Angourie,Surf,M,51.0,N,night-morning,White shark,5468.0,Oceania
836,Dec,2011.0,Invalid,south africa,KwaZulu-Natal,Between Sodwana & Cape Vidal,Surf,M,27.32,,,Tiger shark,5467.0,Africa
837,Dec,2011.0,Unprovoked,australia,New South Wales,Maroubra,Surf,M,14.0,N,,Unespcific,5466.0,Oceania
838,Dec,2011.0,Unprovoked,usa,Oregon,Seaside Cove,Surf,F,27.32,N,day-morning,Unespcific,5465.0,North_America
839,Dec,2011.0,Invalid,australia,Queensland,Bushy Ilet,Fish,M,27.32,,,Tiger shark,5464.0,Oceania
840,Dec,2011.0,Unprovoked,australia,New South Wales,Broken Head,Surf,M,63.0,N,day-morning,Unespcific,5463.0,Oceania
841,Nov,2011.0,Unprovoked,indonesia,Bali,Tabanan,Surf,M,18.0,N,afternoon,Unespcific,5462.0,Unknown
842,Nov,2011.0,Unprovoked,australia,Queensland,Peregian,Swim,M,10.0,N,afternoon,Unespcific,5461.0,Oceania
843,Nov,2011.0,Boat,usa,California,Pigeon Point,On_boat,M,27.32,N,,White shark,5460.0,North_America
844,Nov,2011.0,Unprovoked,papua new guinea,East New Britain,Pigeon Island,Diving,M,27.32,N,,Unespcific,5459.0,Oceania
845,Nov,2011.0,Unprovoked,brazil,Pernambuco,"Punta Del Chifre Beach, Olinda",Surf,M,35.0,N,,Unespcific,5458.0,South_America
846,Nov,2011.0,Unprovoked,reunion,Bois-Blanc ,Sainte-Rose,Fish,M,42.0,N,day-morning,Unespcific,5457.0,Africa
847,Oct,2011.0,Unprovoked,usa,California,"Marina State Beach, Monterey County",Surf,M,27.0,N,,White shark,5456.0,North_America
848,Oct,2011.0,Unprovoked,scotland,Moray,Spey Bay,Surf,M,26.0,N,,Tiger shark,5455.0,Unknown
849,Oct,2011.0,Provoked,south africa,KwaZulu-Natal,"uShaka Aquarium, Durban",Diving,F,27.32,N,,Tiger shark,5454.0,Africa
850,Oct,2011.0,Unprovoked,australia,Western Australia,Rottnest Island,Diving,M,32.0,Y,afternoon,White shark,5453.0,Oceania
851,Oct,2011.0,Unprovoked,usa,Oregon,"Newport, Lincoln County",Surf,M,41.0,N,,White shark,5452.0,North_America
852,Oct,2011.0,Unprovoked,australia,Victoria,Elwood Beach,Diving,M,50.0,N,afternoon,Tiger shark,5451.0,Oceania
853,Oct,2011.0,Unprovoked,usa,Florida,Cape Canaveral,Surf,M,27.32,N,,Unespcific,5450.0,North_America
854,Oct,2011.0,Unprovoked,usa,Oregon,Seaside,Surf,M,27.32,N,,Tiger shark,5449.0,North_America
855,Oct,2011.0,Unprovoked,australia,Western Australia,Cottesloe Beach,Swim,M,64.0,Y,day-morning,Unespcific,5448.0,Oceania
856,Oct,2011.0,Boat,reunion,,Cap La Houssaye,On_boat,M,51.0,N,day-morning,Tiger shark,5447.0,Africa
857,Oct,2011.0,Unprovoked,usa,Florida,"Santa Maria Island, Manatee County",Fish,M,27.32,N,afternoon,Unespcific,5446.0,North_America
858,Oct,2011.0,Unprovoked,usa,Alabama,"Gulf Shores, Baldwin County",,M,29.0,N,,Unespcific,5445.0,North_America
859,Sep,2011.0,Invalid,usa,Puerto Rico,Hatillo Beach,Surf,M,27.0,,day-morning,Tiger shark,5444.0,North_America
860,Sep,2011.0,Provoked,dominican republic,Samaná Province,Playa Jackson ,Fish,M,48.0,N,,Unespcific,5443.0,Unknown
861,Sep,2011.0,Unprovoked,south africa,Western Cape Province,Clovely Beach,Swim,M,43.0,N,afternoon,White shark,5442.0,Africa
862,Sep,2011.0,Unprovoked,usa,Florida,"Santa Maria Island, Manatee County",Fish,M,21.0,N,afternoon,Lemon shark,5441.0,North_America
863,Sep,2011.0,Unprovoked,usa,South Carolina,"North Myrtle Beach, Horry County",Rare_act.,M,5.0,N,day-morning,Unespcific,5440.0,North_America
864,Sep,2011.0,Boat,usa,Hawaii,Kauai,On_boat,M,27.32,N,afternoon,Unespcific,5439.0,North_America
865,Sep,2011.0,Unprovoked,reunion,Saint-Gilles,Boucan-Canot,On_boat,M,38.0,Y,afternoon,Unespcific,5438.0,Africa
866,Sep,2011.0,Unprovoked,kenya,Coast Province,"Mama Ngina Beach, Mombasa ",Swim,M,17.0,Y,,Unespcific,5437.0,Unknown
867,Sep,2011.0,Unprovoked,usa,Florida,New Smyrna Beach,Surf,M,25.0,N,day-morning,Tiger shark,5436.0,North_America
868,Sep,2011.0,Unprovoked,usa,California,"Samoa Beach, Humboldt County",Surf,M,37.0,N,afternoon,Unespcific,5435.0,North_America
869,Sep,2011.0,Unprovoked,papua new guinea,Central Province,"Hula, near Port Moresby",Surf,M,30.0,N,afternoon,Tiger shark,5434.0,Oceania
870,Sep,2011.0,Unprovoked,usa,Hawaii,"Nimitz State Beach, Oahu",Surf,F,27.32,N,afternoon,Unespcific,5433.0,North_America
871,Sep,2011.0,Unprovoked,australia,Western Australia, Bunker Bay,On_boat,M,21.0,Y,afternoon,White shark,5432.0,Oceania
872,Sep,2011.0,Unprovoked,usa,Florida,"New Smyrna Beach, Volusia County",Surf,M,19.0,N,day-morning,Tiger shark,5431.0,North_America
873,Aug,2011.0,Unprovoked,usa,Florida,Crescent Beach St. Johns County,Surf,M,19.0,N,day-morning,Unespcific,5430.0,North_America
874,Aug,2011.0,Invalid,australia,Queensland,Fantome Island,Swim,M,48.0,,night,Tiger shark,5429.0,Oceania
875,Aug,2011.0,Unprovoked,usa,Texas,"Grass Island, Aransas County",Fish,F,39.0,N,night,Unespcific,5428.0,North_America
876,Aug,2011.0,Unprovoked,russia,Primorsky Krai,Slavyanka,Rare_act.,M,27.32,N,day-morning,Unespcific,5427.0,Unknown
877,Aug,2011.0,Unprovoked,usa,North Carolina,"Buxton Beach, Dare County",Surf,M,21.0,N,,Unespcific,5426.0,North_America
878,Aug,2011.0,Unprovoked,usa,North Carolina,Holden Beach. Brunswick County,,M,10.0,N,afternoon,Unespcific,5425.0,North_America
879,Aug,2011.0,Unprovoked,south africa,Western Cape Province,"Lookout Beach, near the Keurbooms river mouth in Plettenberg Bay",Surf,M,49.0,Y,day-morning,White shark,5424.0,Africa
880,Aug,2011.0,Unprovoked,russia,"Peter the Great Bay, Khasan, Primorsky Krai (Far East)",Zheltukhin Island,Swim,M,16.0,N,,Unespcific,5423.0,Unknown
881,Aug,2011.0,Unprovoked,usa,North Carolina,"Kure Beach, New Hanover County",Seashore,F,20.0,N,afternoon,Tiger shark,5422.0,North_America
882,Aug,2011.0,Invalid,usa,North Carolina,"Wrightsville Beach, New Hanover County",,M,12.0,,afternoon,Tiger shark,5421.0,North_America
883,Aug,2011.0,Unprovoked,russia,"Telyakovsky Bay, Khasan,  Primorsky Krai (Far East)",Vityaz,Swim,M,25.0,N,night,Unespcific,5420.0,Unknown
884,Aug,2011.0,Unprovoked,french polynesia,Society Islands,"Teahupoo, Tahiti",Surf,M,32.0,N,afternoon,Grey shark,5419.0,Unknown
885,Aug,2011.0,Unprovoked,usa,Puerto Rico, Vieques,Swim,M,27.0,N,night,Unespcific,5418.0,North_America
886,Aug,2011.0,Unprovoked,seychelles,Praslin,Anse Lazio ,Swim,M,30.0,Y,afternoon,Lemon shark,5417.0,Unknown
887,Aug,2011.0,Invalid,usa,South Carolina,"Myrtle Beach, Horry County",Surf,M,7.0,N,,Tiger shark,5416.0,North_America
888,Aug,2011.0,Unprovoked,usa,North Carolina,Beaufort Inlet,Swim,M,54.0,N,afternoon,Unespcific,5415.0,North_America
889,Aug,2011.0,Unprovoked,seychelles,Praslin,Anse Lazio ,Diving,M,36.0,Y,afternoon,Unespcific,5414.0,Unknown
890,Jul,2011.0,Invalid,brazil,Pernambuco,Praia do Pina,Swim,M,14.0,,,Tiger shark,5413.0,South_America
891,Jul,2011.0,Sea Disaster,philippines,,,sea disaster,M,43.0,N,,Unespcific,5412.0,Asia
892,Jul,2011.0,Unprovoked,usa,New Jersey,"Egg Harbor, Atlantic County",Fish,M,27.32,N,night,Unespcific,5411.0,North_America
893,Jul,2011.0,Unprovoked,south africa,Eastern Cape Province,"Cintza Beach, East London",Surf,M,29.0,N,day-morning,White shark,5410.0,Africa
894,Jul,2011.0,Unprovoked,usa,North Carolina,"Ocracoke Island, Hyde County",On_boat,F,6.0,N,afternoon,Unespcific,5409.0,North_America
895,Jul,2011.0,Boat,reunion,Saint-Gilles,Brisants. ,On_boat,M,27.32,N,afternoon,Unespcific,5408.0,Africa
896,Jul,2011.0,Unprovoked,usa,Texas,"South Padre Island, Cameron County",Fish,M,27.32,N,night,Unespcific,5407.0,North_America
897,Jul,2011.0,Unprovoked,bahamas,Grand Bahama Island,Off Lucaya,Diving,M,54.0,N,afternoon,Unespcific,5406.0,Central_America
898,Jul,2011.0,Unprovoked,usa,Texas,"Sunday Beach, Matagorda Island, Calhoun  County",Swim,M,12.0,N,afternoon,Unespcific,5405.0,North_America
899,Jul,2011.0,Unprovoked,usa,Texas,"Mustang Island, Nueces County",Fish,M,14.0,N,,Unespcific,5404.0,North_America
900,Jul,2011.0,Unprovoked,reunion,Saint-Gilles,Roches Noires,Surf,M,16.0,N,afternoon,Unespcific,5403.0,Africa
901,Jul,2011.0,Unprovoked,columbia,Sucre,"Libertad, San Onofre",On_boat,M,17.0,N,day-morning,Unespcific,5402.0,Unknown
902,Jun,2011.0,Unprovoked,turks & caicos,Middle Caicos,Mudjin Harbor,Diving,M,28.0,N,afternoon,Unespcific,5401.0,Unknown
903,Jun,2011.0,Unprovoked,brazil,Pernambuco,Praia do Pina,Surf,M,21.0,N,day-morning,Unespcific,5400.0,South_America
904,Jun,2011.0,Unprovoked,south africa,KwaZulu-Natal,Aliwal Shoal,Diving,M,22.0,N,afternoon,Lemon shark,5399.0,Africa
905,Jun,2011.0,Unprovoked,usa,North Carolina,"North Topsail Beach, Onslow County",Surf,F,10.0,N,afternoon,Lemon shark,5398.0,North_America
906,Jun,2011.0,Unprovoked,usa,California,"San Onofre State Beach, San Diego County",Surf,M,27.32,N,afternoon,White shark,5397.0,North_America
907,Jun,2011.0,Unprovoked,usa,Florida,"Perdido Key, Escambia County",Rare_act.,M,20.0,N,afternoon,Unespcific,5396.0,North_America
908,Jun,2011.0,Unprovoked,turks & caicos,Caicos Bank,French Cay,Fish,M,35.0,N,,Unespcific,5395.0,Unknown
909,Jun,2011.0,Unprovoked,costa rica,Guanacaste,Playa Grande,Surf,M,15.0,Y,afternoon,Unespcific,5394.0,Unknown
910,Jun,2011.0,Unprovoked,reunion,Saint-Gilles-les-Bains,Boucan-Canot,On_boat,M,31.0,Y,afternoon,Unespcific,5393.0,Africa
911,Jun,2011.0,Boat,united kingdom,Cornwall,St. Ives,Fish,F,27.32,N,,White shark,5392.0,Unknown
